Unnamed: 0,year,ownershipd,perwt,age,sex,marstd,edattaind,occ
86884,2011,210,29.1,40,1,220,322,1
92799,2011,210,19.9,39,2,210,221,9
83246,2011,210,17.89,40,1,100,221,2
41553,2011,100,38.99,53,1,100,322,5
117221,2011,210,21.08,92,1,100,221,99
237689,2011,210,19.6,64,2,100,322,99
235458,2011,210,34.76,62,2,350,321,4
133485,2011,192,32.43,56,2,350,321,1
124799,2011,210,21.69,49,2,210,311,5
145287,2011,210,36.59,37,1,350,221,9
192029,2011,210,17.24,72,1,350,321,99
224934,2011,100,37.97,19,1,100,311,7
96296,2011,100,31.22,61,2,210,221,99
46126,2011,100,33.19,37,1,210,221,6
205840,2011,210,21.75,35,1,210,110,3
122146,2011,210,20.79,39,1,100,221,7
220086,2011,210,20.56,36,2,100,400,3
170795,2011,210,15.56,52,2,100,322,1
197773,2011,210,15.84,46,2,100,221,1
159427,2011,100,19.67,48,2,210,212,4
47691,2011,210,65.94,42,1,350,311,4
215364,2011,100,32.12,74,1,210,322,8
140838,2011,210,32.02,22,2,210,321,99
76770,2011,192,15.3,61,2,210,400,1
144114,2011,210,19.02,35,2,350,110,7
113862,2011,100,16.19,66,1,210,322,6
216215,2011,210,16.71,38,1,210,311,1
204430,2011,210,36.68,36,1,210,212,2
137483,2011,210,38.45,42,2,350,321,2
83910,2011,210,40.77,50,1,100,221,99
195705,2011,210,20.41,32,1,100,321,3
207533,2011,100,43.69,56,2,210,311,4
121646,2011,210,24.02,59,1,100,212,4
128397,2011,192,59.34,40,1,100,311,98
217706,2011,100,37.76,61,1,100,311,99
88264,2011,210,44.84,30,1,350,321,8
216441,2011,210,36.82,89,2,100,221,99
126492,2011,210,33.89,55,2,100,400,3
132868,2011,210,17.77,62,2,100,221,98
101593,2011,210,17.55,53,1,350,311,4
235039,2011,100,39.84,30,2,220,321,2
77874,2011,210,32.74,32,2,100,322,5
208365,2011,210,18.02,44,2,100,311,4
102107,2011,100,16.34,66,1,210,321,5
151438,2011,210,43.38,61,2,210,221,6
204535,2011,210,34.67,60,2,100,110,9
216956,2011,100,19.65,62,1,210,311,6
137283,2011,210,37.31,28,1,100,321,3
37407,2011,210,34.4,51,1,100,322,3
159401,2011,100,40.43,53,2,100,212,5
122163,2011,210,15.39,60,1,210,221,8
161859,2011,100,15.74,72,2,210,321,99
233919,2011,100,39.42,65,2,210,110,99
157711,2011,210,22.28,50,1,350,212,7
157379,2011,210,44.53,39,2,100,400,1
127656,2011,100,14.71,56,2,210,322,3
186968,2011,210,18.44,70,1,350,322,99
123909,2011,210,19.66,63,1,210,999,5
184876,2011,210,26.58,52,2,350,322,1
216310,2011,210,38.46,82,1,350,311,99
200001,2011,210,17.68,29,1,210,400,8
138470,2011,210,48.25,55,1,210,400,9
227656,2011,210,37.32,30,2,350,322,2
161245,2011,100,18.29,58,1,100,321,2
81985,2011,100,39.79,46,2,210,400,9
135613,2011,100,15.47,43,1,210,321,2
68870,2011,210,45.66,50,2,210,311,9
43283,2011,192,43.13,48,2,400,212,7
190942,2011,210,58.43,38,1,350,321,3
177182,2011,210,18.34,39,1,100,322,9
70279,2011,210,14.04,35,1,210,110,4
151268,2011,100,43.45,44,1,210,321,4
95529,2011,100,27.6,40,2,210,322,4
121906,2011,100,20.24,56,1,210,221,5
234849,2011,210,18.34,39,2,400,400,3
126287,2011,223,32.47,67,2,400,311,98
111372,2011,210,19.23,27,1,100,400,1
102969,2011,210,22.16,33,1,210,212,3
53736,2011,210,20.49,30,2,350,400,5
142937,2011,210,28.51,24,2,100,321,3
235147,2011,100,19.17,61,2,400,221,5
40970,2011,100,23.96,65,1,350,322,3
216182,2011,100,44.31,38,2,210,221,99
81513,2011,210,28.82,44,2,100,321,3
144263,2011,223,16.58,74,2,350,221,99
70174,2011,210,14.79,39,2,210,400,3
200667,2011,210,55.47,36,1,210,221,8
181020,2011,210,34.51,74,1,400,321,99
199441,2011,210,49.88,40,1,100,400,5
212972,2011,210,33.58,48,1,350,999,2
200352,2011,100,36.51,91,1,400,322,99
102236,2011,210,14.68,38,2,210,212,99
27053,2011,100,35.89,15,1,100,110,99
201601,2011,210,34.35,48,1,210,212,7
203256,2011,210,22.09,45,2,210,999,5
83916,2011,210,19.49,38,1,210,999,8
181354,2011,999,16.86,60,2,350,322,9
103291,2011,210,45.74,31,1,350,321,4
23766,2011,100,53.55,52,1,400,400,5
211821,2011,192,22.16,39,1,220,321,99
200970,2011,210,26.9,31,2,350,212,99
112418,2011,210,15.2,21,1,210,321,98
101330,2011,210,19.31,63,1,100,212,99
150999,2011,192,75.53,32,1,350,221,99
70958,2011,223,28.15,39,2,350,311,3
118306,2011,223,19.19,85,2,350,212,99
156047,2011,210,16.69,34,2,100,322,98
87222,2011,210,24.4,54,2,350,322,99
54933,2011,192,14.27,50,1,210,322,1
121066,2011,210,26.61,57,2,350,322,4
28137,2011,100,55.4,61,2,400,311,9
205728,2011,210,34.25,72,2,350,999,99
68537,2011,210,33.83,38,1,210,999,98
167804,2011,210,23.3,30,2,100,311,9
210986,2011,210,20.07,26,1,210,221,1
139526,2011,210,23.29,53,2,210,311,9
199166,2011,210,17.95,49,1,350,999,98
66048,2011,210,16.66,60,2,350,221,9
145903,2011,192,25.9,47,2,210,322,98
128172,2011,100,15.85,33,1,210,400,8
50435,2011,192,41.51,21,2,100,311,6
176863,2011,192,20.39,88,2,400,400,99
104680,2011,210,15.3,53,2,100,321,99
68952,2011,210,41.21,50,2,210,212,4
121215,2011,210,14.18,46,1,210,321,6
60376,2011,210,42.23,34,1,100,322,2
223210,2011,210,23.42,52,1,210,321,98
123217,2011,100,19.49,43,2,350,321,98
97210,2011,210,19.57,58,2,100,221,4
42559,2011,100,17.94,66,1,400,322,9
220010,2011,100,16.76,70,1,400,321,3
123441,2011,192,14.05,47,2,400,400,3
118521,2011,223,34.8,61,2,100,322,5
115074,2011,100,14.71,57,2,210,321,9
1402,2011,210,21.41,30,2,350,321,9
176356,2011,100,27.35,15,1,100,221,99
178131,2011,100,18.32,57,2,400,321,2
56762,2011,210,17.26,43,1,100,321,99
224022,2011,210,64.62,39,1,100,311,9
186256,2011,100,42.02,50,1,210,322,98
58678,2011,210,18.85,41,1,100,400,1
74875,2011,210,18.96,31,1,210,321,98
204938,2011,100,21.73,56,1,210,322,9
142383,2011,210,27.39,22,1,100,322,5
207600,2011,192,69.78,46,1,210,400,3
145097,2011,210,51.99,32,1,100,999,8
50373,2011,100,54.35,59,1,400,321,7
102864,2011,192,38.56,41,2,400,321,99
176985,2011,223,15.3,62,1,210,322,6
174005,2011,100,18.25,32,1,210,212,8
194833,2011,210,17.47,68,1,350,110,99
16366,2011,210,35.86,21,2,210,999,99
121142,2011,210,18.32,88,2,400,221,99
212577,2011,210,19.22,49,1,100,400,99
58568,2011,192,20.55,63,1,350,400,98
149289,2011,210,20.87,63,1,350,221,4
57254,2011,100,15.19,68,2,350,311,99
129141,2011,210,56.81,36,1,350,322,1
75974,2011,192,36.26,38,1,100,400,1
159303,2011,100,21.99,61,1,220,321,4
61563,2011,210,21.63,60,1,350,311,8
221848,2011,192,23.34,21,1,100,400,99
16341,2011,210,31.46,65,2,350,212,9
227790,2011,210,22.75,38,1,210,212,3
182352,2011,210,23.55,58,2,400,321,99
160130,2011,999,16.19,51,1,100,321,6
126262,2011,100,24.77,45,2,100,400,2
137445,2011,210,44.53,32,2,100,400,99
67889,2011,192,32.64,60,2,350,311,5
108241,2011,210,58.19,31,1,350,400,98
197488,2011,100,42.89,55,2,400,321,99
112984,2011,210,63.65,48,1,350,221,98
160949,2011,210,19.33,57,2,100,400,2
183828,2011,210,41.95,43,2,210,400,99
207126,2011,210,32.37,73,2,350,221,9
109444,2011,210,28.1,66,2,210,999,99
193945,2011,210,34.88,35,1,100,321,99
151961,2011,192,35.48,84,2,400,321,99
94066,2011,250,22.01,29,2,350,322,1
183363,2011,210,33.34,38,2,210,221,8
111515,2011,210,20.6,57,1,210,322,5
105224,2011,250,26.32,27,2,100,400,98
226386,2011,210,49.7,38,1,100,321,1
13976,2011,210,39.06,47,2,210,400,2
184586,2011,999,19.1,54,1,350,321,9
165044,2011,250,17.75,83,2,400,321,99
21914,2011,250,28.92,30,2,100,221,7
219380,2011,250,24.82,48,1,350,321,99
164704,2011,100,24.7,54,2,210,221,7
231715,2011,192,19.68,59,1,210,221,9
149507,2011,210,16.36,46,2,400,322,3
56609,2011,210,33.01,67,2,350,321,5
218818,2011,100,37.7,45,1,100,321,1
91392,2011,210,28.39,51,1,350,212,98
64024,2011,100,39.58,70,1,400,221,98
85593,2011,210,21.5,29,2,100,321,4
26711,2011,210,22.55,50,1,100,212,3
225831,2011,100,39.47,32,1,210,221,8
130670,2011,250,20.0,82,1,350,322,99
204098,2011,100,18.04,38,2,100,321,2
171913,2011,210,19.19,87,2,400,212,99
123871,2011,100,14.79,39,2,210,321,98
91256,2011,210,36.04,36,1,210,212,9
97519,2011,210,18.73,50,1,100,212,8
147320,2011,210,36.92,52,2,100,221,2
166729,2011,210,17.34,36,1,210,311,5
40401,2011,210,37.31,62,1,400,321,1
157552,2011,210,33.88,15,1,100,110,99
152981,2011,210,19.36,56,2,400,221,5
94824,2011,210,53.27,25,1,100,110,3
172445,2011,210,20.2,37,1,210,322,2
115161,2011,210,18.53,37,1,100,221,3
103432,2011,100,27.87,50,2,210,322,7
100511,2011,100,39.31,74,1,400,400,99
199600,2011,192,58.72,30,1,350,311,2
164517,2011,250,42.43,21,2,100,311,2
49031,2011,192,35.81,39,2,400,322,2
217493,2011,210,24.0,50,2,100,110,5
190076,2011,210,19.38,26,2,100,311,1
175494,2011,210,23.06,43,2,210,311,8
136158,2011,210,19.94,58,1,350,999,99
197943,2011,210,28.73,26,2,210,322,5
237171,2011,192,53.65,37,1,100,400,9
12380,2011,210,18.63,60,1,100,321,6
30807,2011,210,32.04,48,2,350,321,7
228868,2011,210,46.08,49,2,350,400,3
169072,2011,210,14.73,50,2,400,321,4
90254,2011,999,41.24,88,2,100,999,99
136710,2011,210,18.58,96,2,400,221,99
125988,2011,210,21.24,47,2,210,322,5
235546,2011,210,28.46,36,2,210,400,8
58719,2011,210,37.75,40,2,100,212,98
199386,2011,210,18.55,27,1,100,212,5
168621,2011,210,32.13,51,2,100,221,3
180200,2011,210,41.18,49,1,220,321,5
203482,2011,210,56.13,23,2,210,311,9
223970,2011,210,34.9,35,2,210,311,1
201933,2011,210,16.64,25,2,100,999,1
176747,2011,100,31.25,76,1,210,400,99
147767,2011,210,14.65,39,2,210,322,7
229610,2011,210,32.6,71,2,100,400,2
232372,2011,210,17.43,82,1,400,212,99
151970,2011,100,13.94,42,2,210,221,4
208644,2011,210,49.82,32,1,210,110,8
122734,2011,192,38.61,57,2,100,212,1
212678,2011,210,15.33,26,2,210,400,4
17937,2011,210,36.53,64,2,100,321,5
171437,2011,210,47.58,22,1,210,999,7
223617,2011,100,42.23,57,1,350,110,3
163531,2011,210,22.87,91,2,350,400,99
224946,2011,210,36.85,53,1,100,321,8
162498,2011,210,42.61,45,1,350,321,1
202257,2011,210,59.15,52,2,210,110,9
162107,2011,210,15.16,46,2,100,322,3
143283,2011,210,44.2,42,2,400,221,9
116836,2011,100,51.97,48,1,400,321,3
229354,2011,210,39.72,80,2,210,999,99
227510,2011,223,21.41,32,2,220,400,2
236482,2011,100,14.34,46,2,350,311,8
123298,2011,100,22.43,21,2,210,311,3
54148,2011,100,35.38,61,1,100,321,1
209400,2011,100,13.2,46,1,210,322,1
180404,2011,210,21.27,36,1,100,221,1
155653,2011,100,42.58,64,1,100,322,2
168124,2011,250,29.29,62,2,210,321,6
194925,2011,210,47.47,15,2,100,321,5
23499,2011,210,16.57,34,1,210,110,2
90833,2011,210,14.37,40,2,210,321,9
201413,2011,210,30.57,30,1,100,999,9
8941,2011,100,21.0,64,2,210,311,98
225250,2011,210,27.71,52,1,350,221,8
165372,2011,210,36.36,37,2,210,999,5
184693,2011,192,20.14,18,1,100,321,99
88890,2011,999,20.0,84,1,350,212,99
159408,2011,210,29.69,53,1,210,400,5
167921,2011,210,24.88,32,2,350,322,5
23539,2011,210,25.45,27,1,100,999,99
87307,2011,210,20.91,43,2,350,999,2
162142,2011,210,38.23,27,1,100,321,6
160277,2011,210,46.29,29,1,350,321,99
229981,2011,100,35.55,59,2,350,311,2
60366,2011,210,18.14,30,2,210,400,1
148372,2011,210,49.82,33,1,210,311,1
69818,2011,100,31.25,75,1,210,321,9
114731,2011,210,38.08,56,2,400,321,99
177263,2011,210,14.73,53,2,350,400,98
122356,2011,210,18.32,59,1,350,221,99
150737,2011,192,37.35,88,2,400,311,99
162886,2011,100,18.64,55,2,350,321,98
3054,2011,210,20.83,43,1,100,221,1
97881,2011,100,39.79,50,2,210,221,6
166977,2011,223,17.33,61,2,400,110,5
128953,2011,210,37.99,47,1,210,311,7
81021,2011,999,19.33,40,2,100,311,98
184834,2011,210,20.5,40,1,100,322,8
103895,2011,100,38.39,57,2,350,321,2
171790,2011,100,44.36,59,2,210,311,99
162399,2011,210,29.4,58,1,210,400,5
223222,2011,210,20.36,33,1,350,400,2
185696,2011,210,32.29,75,2,210,322,2
98979,2011,250,37.93,72,2,100,311,99
157063,2011,100,38.12,52,1,210,221,6
51260,2011,210,50.84,43,1,100,212,98
92464,2011,250,27.29,72,2,400,212,99
111736,2011,210,15.06,51,2,100,321,99
50765,2011,210,21.88,51,1,210,212,8
155081,2011,100,37.24,23,2,100,322,99
111568,2011,100,41.22,57,1,100,321,8
145255,2011,100,45.19,56,2,210,321,3
224855,2011,210,21.97,26,2,210,400,99
80998,2011,192,16.8,31,2,210,322,2
104120,2011,210,20.29,57,1,210,311,4
147501,2011,210,51.62,27,2,100,110,5
85769,2011,210,73.16,29,1,100,322,0
74037,2011,210,18.86,57,2,400,322,99
171331,2011,100,97.81,43,2,210,321,6
222797,2011,210,54.31,30,1,100,321,6
212932,2011,210,16.24,69,2,100,321,9
146433,2011,210,20.83,37,1,100,400,1
155768,2011,100,15.68,37,1,210,311,3
21783,2011,210,25.52,63,1,400,400,99
130696,2011,250,19.57,28,2,100,322,4
66792,2011,210,23.85,29,1,350,221,5
224549,2011,210,19.22,36,1,210,400,7
34042,2011,250,40.46,22,1,100,400,9
181848,2011,100,28.33,52,2,350,321,4
120928,2011,192,39.64,39,2,210,110,99
231709,2011,192,15.83,67,1,210,322,2
209955,2011,192,40.03,41,1,210,212,4
212783,2011,210,46.5,43,1,350,400,99
177006,2011,210,33.81,65,1,210,311,2
95208,2011,100,14.44,61,1,210,321,98
124585,2011,210,17.22,52,1,100,321,8
103409,2011,210,15.81,39,2,100,400,99
104090,2011,210,20.59,81,2,100,322,99
79414,2011,210,17.18,59,2,100,321,1
69116,2011,100,24.63,39,2,350,321,4
142514,2011,210,21.85,70,2,350,999,99
98339,2011,192,19.33,85,1,400,221,99
168637,2011,210,17.02,27,2,350,321,3
122237,2011,100,20.24,59,1,210,221,2
104447,2011,210,20.12,31,2,350,221,5
14258,2011,100,54.6,42,2,220,321,3
207969,2011,210,23.3,22,1,100,322,8
195499,2011,210,34.84,37,1,210,212,4
123741,2011,210,33.92,74,1,350,311,99
173196,2011,210,23.4,51,1,210,400,99
194820,2011,210,19.36,33,1,210,311,6
186222,2011,210,20.41,31,1,100,322,1
237305,2011,250,41.74,32,1,100,322,99
171698,2011,210,32.99,49,1,350,999,8
28513,2011,210,108.02,28,1,100,110,3
233561,2011,210,37.14,57,1,350,322,9
111698,2011,210,15.64,59,1,210,999,7
141864,2011,100,47.94,42,2,350,322,5
211341,2011,100,23.25,44,1,210,221,0
79290,2011,210,48.09,47,1,210,999,7
129354,2011,210,32.42,26,2,210,221,5
188385,2011,250,30.96,25,1,100,322,8
199479,2011,210,49.65,22,1,210,321,9
152943,2011,210,32.64,61,2,350,221,7
162755,2011,210,16.48,71,2,400,110,99
119361,2011,210,34.94,38,1,100,400,5
103932,2011,210,23.68,57,2,210,999,99
147350,2011,210,19.27,64,1,350,321,98
105533,2011,100,38.08,40,2,350,400,4
234780,2011,210,16.78,35,2,210,311,4
45542,2011,192,33.65,35,2,210,322,3
201884,2011,210,44.89,45,1,210,999,7
158100,2011,210,20.47,31,1,100,311,5
95986,2011,210,16.79,51,2,400,221,7
120056,2011,210,19.49,39,1,210,212,2
213849,2011,210,19.92,34,1,210,311,3
198026,2011,210,45.63,64,1,350,321,6
180632,2011,100,16.15,80,1,210,311,1
228785,2011,210,56.44,25,2,100,321,98
160614,2011,210,56.44,49,1,350,221,7
211683,2011,210,18.48,27,1,100,322,2
110826,2011,210,38.64,42,2,350,311,6
208303,2011,100,37.11,85,2,100,311,99
117566,2011,210,27.96,35,1,210,400,3
138697,2011,100,15.6,39,1,210,321,3
55354,2011,100,12.76,45,1,210,400,9
48956,2011,210,29.08,52,2,400,212,99
76441,2011,210,51.52,25,1,100,999,4
6482,2011,210,42.01,26,2,350,321,5
174376,2011,210,18.06,75,2,210,221,99
35802,2011,192,25.92,47,2,400,321,5
46080,2011,210,15.33,45,2,350,400,99
129657,2011,210,39.9,29,2,100,221,2
161803,2011,210,55.76,28,1,100,999,99
71210,2011,210,18.03,39,2,210,400,4
141115,2011,210,20.88,70,1,100,321,2
150126,2011,210,16.66,60,2,400,311,4
97157,2011,210,16.72,65,1,350,999,4
166366,2011,210,43.08,25,1,100,321,3
117168,2011,210,37.61,30,2,100,400,1
117610,2011,210,28.84,41,2,350,321,1
81456,2011,210,19.15,37,1,210,400,3
232419,2011,210,36.04,54,2,100,999,1
156830,2011,192,15.84,47,2,100,322,9
140743,2011,210,25.96,59,2,100,400,99
129781,2011,210,39.92,35,2,210,110,9
116786,2011,192,31.32,44,2,100,321,4
122981,2011,210,15.22,67,1,350,321,98
130665,2011,100,18.49,60,1,350,212,1
159169,2011,192,30.7,59,2,210,321,98
219002,2011,250,28.07,27,1,100,221,2
212552,2011,100,22.35,63,1,210,322,7
26930,2011,210,31.65,27,2,210,321,4
86574,2011,250,33.12,67,2,100,110,99
2223,2011,192,14.51,61,1,210,311,8
196813,2011,100,18.12,35,1,210,221,1
184968,2011,210,32.7,76,1,100,311,99
207340,2011,210,15.16,47,2,100,321,3
109855,2011,210,65.92,55,1,210,110,5
13166,2011,210,16.2,47,1,100,311,9
156087,2011,210,27.78,35,1,100,221,99
68185,2011,192,18.01,81,2,400,311,99
83782,2011,223,36.33,48,2,100,311,7
145320,2011,210,15.3,60,1,210,999,4
163744,2011,210,14.77,43,2,100,311,5
109451,2011,210,16.58,37,1,210,311,2
224799,2011,192,33.47,74,2,210,321,99
56504,2011,100,34.63,69,1,100,110,99
146523,2011,192,20.53,78,2,350,999,99
18352,2011,100,15.14,53,2,350,321,4
145224,2011,210,15.55,24,2,210,311,5
19158,2011,210,23.68,59,1,100,221,2
114658,2011,210,39.37,35,1,210,311,4
11504,2011,210,36.26,30,1,100,400,7
17887,2011,210,38.35,61,1,210,212,2
41817,2011,192,29.96,58,2,210,221,5
222534,2011,210,16.43,21,1,100,311,9
222851,2011,100,31.73,57,2,400,400,2
230188,2011,250,30.0,46,1,350,221,99
185206,2011,223,15.12,63,2,210,212,4
161139,2011,210,28.4,25,1,100,311,4
125027,2011,210,48.75,75,2,210,110,99
74791,2011,999,36.06,33,2,210,322,5
211346,2011,999,41.81,95,2,100,212,99
104135,2011,210,31.48,53,2,100,221,9
115672,2011,210,27.81,36,2,210,221,2
127082,2011,210,42.27,39,2,210,221,99
89186,2011,250,53.78,28,1,100,322,8
135040,2011,210,45.58,58,2,210,999,9
230761,2011,192,14.35,69,2,210,321,5
111944,2011,210,20.64,60,2,350,221,4
221204,2011,210,36.2,43,2,350,400,1
16187,2011,210,39.83,58,2,400,999,98
183520,2011,100,19.7,52,1,210,321,2
31354,2011,210,45.64,28,1,100,321,5
227027,2011,210,30.12,61,1,350,321,2
54733,2011,100,39.38,51,2,210,321,4
94187,2011,210,17.18,88,2,400,321,99
172166,2011,210,28.62,24,1,100,212,7
74190,2011,210,19.44,36,2,350,322,4
132957,2011,100,38.41,63,1,350,321,4
146306,2011,210,21.02,48,1,210,311,4
140310,2011,210,38.64,42,2,100,322,99
88220,2011,210,43.8,64,1,210,110,7
75502,2011,100,18.32,56,1,350,321,2
68836,2011,210,36.09,66,2,350,321,3
121502,2011,192,34.65,51,2,400,322,99
134182,2011,210,23.94,46,1,210,400,2
92557,2011,223,53.65,36,1,400,322,1
36117,2011,192,54.79,57,2,350,221,7
156749,2011,100,37.39,54,2,210,221,6
114886,2011,210,34.52,27,2,210,311,98
150769,2011,100,18.96,45,1,210,400,98
159195,2011,210,19.72,48,2,210,110,99
42927,2011,100,15.87,56,2,350,322,1
157744,2011,210,33.98,61,2,100,212,9
97904,2011,210,39.58,20,2,210,221,9
194012,2011,210,19.87,30,1,210,221,2
122903,2011,100,47.9,21,1,100,221,98
32132,2011,100,22.16,42,1,220,322,1
208855,2011,100,28.11,36,1,210,322,1
111740,2011,100,16.59,72,1,350,400,99
176602,2011,210,59.4,36,1,350,311,7
86138,2011,210,35.02,41,1,100,311,9
104437,2011,210,41.61,38,1,350,212,1
130576,2011,210,47.1,42,2,210,999,9
21431,2011,100,11.09,17,2,100,212,99
19441,2011,100,31.43,67,1,210,221,8
44832,2011,100,16.01,42,1,210,212,4
141223,2011,192,36.53,47,2,210,311,98
71677,2011,100,38.42,60,2,100,400,2
60605,2011,210,19.77,63,1,100,221,3
95563,2011,100,42.78,45,2,210,322,99
58647,2011,210,35.82,35,2,210,400,7
229743,2011,210,43.03,35,1,350,321,2
92828,2011,100,42.38,57,2,350,311,3
195016,2011,210,16.94,46,2,100,221,99
52679,2011,100,25.58,52,2,100,321,3
117060,2011,100,19.17,63,2,220,311,99
227853,2011,250,38.46,29,1,100,311,99
233698,2011,250,27.47,24,1,100,400,3
206134,2011,250,9.22,18,2,100,221,99
52994,2011,250,57.83,26,1,100,400,7
233243,2011,210,42.76,24,2,210,322,1
26107,2011,192,47.9,23,1,100,322,6
178626,2011,210,15.43,51,1,210,221,5
67066,2011,210,15.81,37,2,100,321,5
130060,2011,210,45.85,25,1,210,212,9
60205,2011,210,24.63,24,2,210,321,1
220771,2011,210,22.16,26,1,100,400,8
117203,2011,100,17.02,44,2,100,221,99
88648,2011,210,44.53,27,2,350,221,8
112311,2011,100,21.25,48,1,400,322,1
161631,2011,210,18.08,31,1,100,322,4
79182,2011,100,20.19,39,2,350,221,4
118608,2011,210,21.99,89,1,100,221,99
92999,2011,210,68.88,63,1,210,221,5
68210,2011,210,30.28,40,2,210,212,3
52950,2011,210,21.11,53,1,100,212,1
163389,2011,192,28.78,62,1,210,321,6
25796,2011,192,36.89,73,1,210,322,2
150717,2011,250,59.95,51,2,400,999,99
125052,2011,210,24.4,34,1,100,999,2
156715,2011,210,28.6,30,1,220,400,3
59939,2011,210,18.28,46,1,100,999,2
50527,2011,210,34.09,62,2,350,110,99
111274,2011,210,18.3,27,2,210,311,99
140304,2011,999,43.75,44,2,210,321,9
91852,2011,210,20.13,51,1,210,221,9
211640,2011,192,40.99,73,2,350,311,99
131437,2011,210,45.5,35,1,100,322,99
142899,2011,210,44.3,33,1,210,321,5
126798,2011,210,27.73,25,1,210,221,6
135253,2011,192,20.17,32,2,350,321,3
229626,2011,100,17.46,53,2,100,212,99
46743,2011,210,28.93,64,1,350,212,98
188273,2011,210,42.32,39,2,100,221,8
224444,2011,100,13.5,40,2,210,311,4
179337,2011,100,15.82,33,2,210,321,9
135586,2011,100,37.38,51,2,210,321,98
78034,2011,192,33.94,75,2,350,322,5
188388,2011,999,51.69,80,1,400,999,99
4003,2011,100,31.22,66,1,210,400,99
86373,2011,100,20.24,55,1,210,321,6
84967,2011,210,34.77,45,1,100,322,6
189489,2011,100,17.86,29,1,210,322,4
176691,2011,100,25.0,45,1,350,322,3
75795,2011,192,44.98,32,2,100,400,1
146412,2011,210,19.68,15,1,100,999,7
83553,2011,210,48.75,36,1,350,221,99
228141,2011,223,35.7,83,2,100,212,99
95091,2011,100,15.12,64,2,210,322,4
73290,2011,100,24.22,42,2,210,321,3
117286,2011,210,21.42,33,1,210,221,1
194657,2011,210,36.49,96,2,210,212,99
153590,2011,210,15.95,67,2,350,999,99
116939,2011,210,17.65,91,2,210,221,99
151843,2011,210,38.93,43,2,350,311,9
214403,2011,100,18.67,62,1,400,212,8
178633,2011,210,57.8,39,1,220,221,98
116798,2011,210,14.73,41,1,210,400,2
21273,2011,210,23.08,21,1,210,311,8
121497,2011,223,18.58,88,2,400,110,99
165656,2011,210,21.28,57,2,210,400,3
97371,2011,210,18.67,47,1,350,212,99
211829,2011,210,16.74,84,2,100,221,99
142280,2011,100,18.27,36,1,210,321,5
214913,2011,210,18.8,60,2,100,311,5
185417,2011,100,44.68,46,1,210,221,6
56397,2011,100,15.39,64,1,210,400,1
162382,2011,192,21.47,55,1,210,400,2
59083,2011,223,37.93,25,1,210,400,99
161974,2011,210,43.29,53,1,210,212,7
214116,2011,210,22.36,30,2,210,221,8
70671,2011,192,17.78,48,2,100,400,5
41227,2011,192,17.65,96,1,210,322,99
88272,2011,100,23.42,44,1,220,221,9
179983,2011,100,42.0,64,1,400,322,1
161842,2011,210,22.21,57,2,350,999,5
132239,2011,210,33.64,64,2,400,221,99
135848,2011,100,71.16,53,1,350,322,5
91033,2011,210,17.26,35,1,100,400,7
182841,2011,210,40.56,98,2,100,321,99
165842,2011,210,16.54,52,1,210,400,7
154161,2011,210,17.49,57,1,100,322,5
116781,2011,210,18.41,94,2,400,321,99
201510,2011,210,45.27,29,2,350,400,3
139133,2011,210,37.14,55,1,350,322,8
25424,2011,210,36.95,87,1,210,110,99
133781,2011,100,17.26,38,1,100,311,2
141346,2011,210,15.95,54,2,350,321,8
159897,2011,210,24.08,32,1,100,400,5
23585,2011,210,22.66,47,1,100,321,3
99256,2011,100,30.35,60,1,210,311,1
97035,2011,210,20.37,45,1,210,400,5
142717,2011,210,17.23,44,1,100,221,2
